True,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
NV.IND.MANF.ZS,1.0,0.7937517269105667,0.7837815778696511,0.7586118196444986,0.8777425227422411,0.8013975491906549,0.9163593969319304,0.6886187449891543,0.7772549005925282,0.748643597763559,0.44768661690252065,0.4344832883187273,0.32205637738964077,0.2155203871971676,0.12743129110851514,0.10259510338698097,0.06543634519162111,0.0,0.027688329763481123,0.006388833279130646,0.01517748252096518,0.03674657890983046,0.025748905606892025,0.047321393700038294,0.06588006039575744,0.2322796641867808,0.23096817283080662,0.24949582254516778,0.16716644500421407,0.10455351909494026,0.018797896435115646
NE.CON.PRVT.CD,0.0037311931123028275,0.021379824985528817,0.033483112346506916,0.030257057642563506,0.02507143402791706,0.007440896224644028,0.0,0.0073406943431819915,0.017165921993490568,0.01794379549041647,0.04685730350476899,0.05341619187062621,0.09777454318314868,0.12981074356268593,0.18672291804798744,0.22833014482332273,0.2456584539927447,0.2803501772268363,0.25285058320966425,0.19676011508811994,0.28027401873713675,0.27953713921789536,0.27571332224521183,0.2560880374399974,0.336192012376052,0.4575049120340623,0.5179749013955374,0.694773092215087,0.8260391110067873,0.7931361641545984,0.9999999999999999
NE.DAB.TOTL.ZS,0.46881640422903104,0.7843222248676733,0.837900756410626,0.7250965385472634,0.5592319734784716,0.4189824663366961,0.0,0.21170350497465407,0.33256412899225385,0.20042427789676687,0.2935397218371243,0.16458963759241474,0.5588791345608799,0.9531955464548973,0.9616584272256725,1.0,0.9408931513343575,0.9611436325592893,0.9596550220876496,0.4746246737012525,0.5786419762639241,0.7511674375306869,0.7680927307319738,0.7691538017851762,0.6905270621942501,0.7778195676529309,0.8308248083228529,0.8344735833891814,0.7377286496105375,0.6894130501551103,0.6348518609836082
EG.ELC.PETR.ZS,0.8144674900572446,0.9999999999999999,0.5798956448961907,0.4182794049682637,0.41644141305003785,0.3754615228338903,0.4232434749223208,0.3679236213790697,0.40695517282313937,0.2866085300531767,0.41777829341380807,0.4454150250147883,0.9799155744367413,0.5685828452391752,0.4012435398013943,0.1933844459427474,0.19703462556726914,0.20997406770431976,0.09632047732092854,0.03350518976494178,0.012782091117074512,0.011925736283997415,0.0,0.022471581405493282,0.010319607205614895,0.008909033938093863,0.005401467446094044,0.03243915456213152,0.030690305209642513,0.1777578195080139,0.31873182160784447
NY.GNP.PCAP.KD,0.06729008706055528,0.05884480218449761,0.0198730519917103,0.0,0.002518033749561832,0.007371653341806006,0.05976032773728601,0.10859587064733267,0.16144712070022793,0.16099855974942034,0.221263932949044,0.23156417923193118,0.2763584643427981,0.35656975600116936,0.45112459189935894,0.52021336687601,0.5171496264067117,0.5505664468556573,0.5372062540460578,0.4174248430584706,0.4321443042767541,0.4286874395420033,0.4436101499744809,0.47756180849457985,0.5551662181885462,0.6496275757167269,0.7663967798565317,0.8835489411026325,0.9215484954090383,0.9320311927836893,1.0
NY.ADJ.DFOR.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4554853105746383,0.2701787571932481,0.0,0.11258727710944624,0.0,0.09672545433643681,0.0,0.0,0.0,0.7312742453110694,1.0
EN.ATM.NOXE.KT.CE,0.09080157935503363,0.05525475601231733,0.1392137230083308,0.09880037027941002,0.0,0.028828896907411306,0.1164831012789751,0.2552547560123175,0.23431129918954152,0.2643152664689321,0.3865150284321688,0.3524039823928362,0.3728222469914795,0.46277369504845733,0.3588007481155424,0.41012600835017876,0.4586703946498405,0.4660457559556419,0.4075302741201141,0.23520677082349373,0.4706666918557416,0.3813084465267411,0.4117582604424461,0.4671565941851017,0.5415978690042129,0.50681049628776,0.6501275196947085,0.7892845672831692,0.8315266468932423,0.9999999999999996,0.9747529896283984
DT.TDS.MLAT.PG.ZS,0.5082595018312156,0.37262318269855277,0.31629596680943306,0.427451587554032,0.3779806225162893,0.3411159426995043,0.463476304654021,0.43306550495828977,0.390166970176241,0.31617028443360085,0.38984130311380494,0.47928903208521934,0.5241813075747822,0.9049406086079254,1.0,0.3909268579812174,0.4359335623056476,0.6839997877563889,0.15313965678333508,0.028798708249211824,0.18451879386835812,0.0,0.20402891367689346,0.27126797232395206,0.5744864501056114,0.5797084530498356,0.3131149851217886,0.6001318588575749,0.3717905686193238,0.5199913912465349,0.4789978471418289
NV.AGR.TOTL.CN,0.0,0.0022260774738646055,0.004776474212997272,0.007794393841986118,0.010721858274035089,0.015775269062428515,0.025820282031387393,0.03777420752597794,0.048649355838781806,0.062254521161854044,0.11128654499910015,0.1503598181654091,0.1866761283486822,0.22044148469436495,0.28471965134315563,0.3381004737037507,0.3680936284297547,0.44090833202903884,0.5362324522049107,0.568794651807893,0.49887527685594274,0.5420650678097311,0.6031699723227621,0.6561236467711952,0.7049137432729629,0.7369322441022479,0.7951636934126508,0.8623087180454921,0.9254660905604006,0.9748719274627314,1.0000000000000002
DC.DAC.BELL.CD,0.23228344501159964,0.03543306695507588,0.018372700804696274,0.06036744885348658,0.015748031496062923,0.014435696841746365,0.07349081104091654,0.015748031496062923,0.07480314569523364,0.07480314569523364,0.13910760633380181,0.1456692796053859,0.1797900119061443,0.08136481896681635,0.0,0.3149606220991279,0.02624671655272781,0.12598424414637188,0.01049868505666475,0.08530183857402943,0.06430445281643651,0.05774277954485377,0.11548556691183923,0.13779527167948477,0.33202097260524466,0.23228344501159964,0.5183727125378941,0.3425196811283049,0.9999999999999999,0.5236220511551598,0.5301836931382176
NE.CON.PRVT.PC.KD.ZG,0.7444691862065265,0.6255174369367731,0.5112950644655999,0.43061877497739537,0.6268360495148702,0.5503387245694722,0.6627887616270085,0.7091390821021012,0.7085153527342636,0.6688243861624134,0.6522419938530143,0.5364447586089729,0.6553204526943607,0.9041712298897049,0.8932544387016593,0.8588288256646373,0.5085176409471713,0.6227113760255073,0.3672443070091188,0.0,0.6001523016533618,0.5668827715209748,0.6067225726580631,0.6869896951205808,0.7665900021084857,0.8183514692097522,0.980432402281985,1.0,0.8072698069309777,0.6172796799291553,0.8940359947698916
NV.IND.TOTL.KN,0.008822432170142558,0.002705423586478517,0.0,0.02262926338859328,0.0700108598616076,0.11390750391814142,0.19442366112995457,0.24692263509874557,0.28119439083661135,0.32498098376420204,0.34925184315950697,0.37689517696297703,0.3722611778845101,0.41624785502798656,0.4557275896641434,0.5179075469883864,0.4861015272362911,0.5014931729213187,0.5097535046322218,0.42474221729983863,0.459384331436156,0.46844715954659033,0.5007623224420662,0.5571472829668497,0.6330252609794239,0.6885731148593109,0.7847471138911154,0.8728469187973072,0.9315329562754732,0.9473983497709265,0.9999999999999999
NY.GNP.ATLS.CD,0.0,0.015061852676628268,0.017248350548018127,0.014315011178061693,0.01716216565575643,0.012231515467054171,0.015726201206443052,0.022530101004708092,0.03492650630664035,0.03160141539401168,0.04632351398746298,0.057863112206815254,0.09151988175805786,0.12420792266552366,0.17944764143459996,0.23583308474730152,0.2737704990532018,0.3021854338221528,0.2936670794963622,0.25988831168896326,0.26737997370712213,0.2718525632511038,0.28737313149348376,0.29387250138636173,0.3468285949100532,0.4269179477396716,0.5336257625892896,0.665942643342659,0.7934893322822554,0.8895560462464559,1.0
NE.GDI.FTOT.CD,0.0,0.014267656627472008,0.020879879371553417,0.01828866895873707,0.015437649853924859,0.008924813657454997,0.010346263969111077,0.012741590625388557,0.03550511093728079,0.026791497382705476,0.061021048856688465,0.052291122165680104,0.09655429796612605,0.1664355120103943,0.23320910878895545,0.2625803236701886,0.2671741586941395,0.27705344208027805,0.2265106133240567,0.10101684924184612,0.14784236453603167,0.16540299264485875,0.18729946510825307,0.20041030232854917,0.2856924137347734,0.432792125881873,0.5365616176646927,0.7650646739447505,0.824635501590373,0.8169595719823007,1.0
EN.ATM.CO2E.SF.ZS,0.8366410530287771,0.8984367631768502,0.8943689697248003,0.9442886108470714,0.9397082409796522,1.0,0.9420742991635409,0.9557449243018334,0.8940399871262559,0.928920651036103,0.9171126184071898,0.7160234739065345,0.7398054974321375,0.7529843006676908,0.5872805191389134,0.8765124847251173,0.6301153213968895,0.489061535155052,0.3904028779299644,0.3434205961948438,0.3854559199661489,0.4411483507448495,0.3038178854315683,0.42332468749356367,0.02595007790267423,0.3154722363247251,0.15859385221834854,0.0,0.23635385626785,0.25968034449724287,0.37192802254453405
BN.KLT.DINV.CD,1.0,0.9765926153353227,0.9621666753331498,0.9387779914511489,0.9325207068883173,0.8723023334847515,0.9218005129417485,0.9679899905633848,0.9857246324009183,0.9343735799161194,0.9427115085412285,0.9495141995147303,0.9169433386474388,0.9115964764814959,0.8350417356115382,0.9125139295724835,0.6383441176405442,0.37774400764446636,0.7377271027836556,0.8224903430865881,0.7273661854228286,0.67248014688791,0.8377686589649633,0.903165069725495,0.6198898366380295,0.2868075657564533,0.2811210835103999,0.0,0.016933157994517667,0.4072186420061008,0.8813903877477817
NV.SRV.TOTL.KD,0.0,0.021174809287950458,0.03633446175833899,0.04139854500831508,0.04976070595232707,0.06028387478075059,0.08107710414944702,0.1097665451135248,0.1434740496388217,0.1599970353885507,0.1858332556498773,0.20743101808831732,0.24900018361895437,0.29621186702064006,0.35946340988908154,0.4207242395598916,0.4859272611835823,0.536154779673682,0.538499293683229,0.49910998614171387,0.5132745250265173,0.5329655839339268,0.5568132204466733,0.5933420654489606,0.6507153742932464,0.704161234415784,0.779563441238743,0.8644982445371526,0.908242972027551,0.930090083861555,0.9999999999999999
NV.SRV.TOTL.KN,0.0,0.021174809287950402,0.0363344617583396,0.04139854500831558,0.0497607059523279,0.060283874780750535,0.08107710414944763,0.1097665451135253,0.143474049638823,0.15999703538855187,0.18583325564987824,0.20743101808831826,0.2490001836189561,0.2962118670206411,0.3594634098890837,0.42072423955989363,0.48592726118358126,0.5361547796736852,0.5384992936832271,0.49910998614171703,0.5132745250265176,0.5329655839339327,0.5568132204466774,0.5933420654489627,0.6507153742932468,0.7041612344157835,0.7795634412387507,0.8644982445371596,0.9082429720275547,0.9300900838615591,0.9999999999999998
DT.NFL.UNCF.CD,0.11848339906816943,0.23933647826462232,0.26540283255680985,0.29620851885691035,0.22748814824483268,0.33175356541357814,0.4360189825823213,0.5213270152221087,0.2488151705291025,0.25592416854097677,0.4857819686654433,0.33649289742149346,0.2985781848608693,0.18246446592098128,0.13270142334056503,0.02132700815994648,0.9999999999999999,0.3909952720098252,0.4170615980533632,0.10663506904837985,0.09004737877202537,0.04739336245213285,0.0,0.026066354292186372,0.040284364440258374,0.14218008735639812,0.05924169247192246,0.18720379792889666,0.27962085682920546,0.10900473505233874,0.011848344144114092
DT.DOD.DSTC.XP.ZS,0.4302541285165826,0.6526229608089058,0.760315069426255,1.0,0.6310980302576759,0.8242579703576219,0.20378131070649805,0.19532406415727058,0.1869944355304021,0.1620921540054112,0.08558831708693507,0.12181505802959317,0.23497131003659336,0.35649938925786206,0.4282162667136802,0.47272013673952484,0.4674565743818192,0.40410725541001813,0.4814370647483033,0.24021498543015737,0.10168077756807967,0.15261802005048078,0.20852510710423536,0.17118990475670035,0.2190822469502776,0.17084159780315297,0.08101227434098418,0.05996865989976852,0.03634145443827727,0.0,0.09568705647099565
PA.NUS.FCRF,0.0,0.0025474535801170047,0.005937172725970986,0.011155420557383736,0.018915156911014686,0.033575570030241295,0.05192995851595092,0.06901113398374847,0.08899660950975474,0.11846066779621474,0.1607488053001922,0.20695683369201506,0.2515576234974448,0.288225127922013,0.2817847051198995,0.3058064667105009,0.3495674970989005,0.38640948093483046,0.4871292808616945,0.6037900493051283,0.7209735770377738,0.7957797519666049,0.8680699541578376,1.0,0.9120117275626635,0.8032702937433578,0.8175105521607242,0.7175775554227375,0.678508301755878,0.7458296940411712,0.6540798275150514
TM.VAL.INSF.ZS.WT,0.03771988614898181,0.17189475814182353,0.301959374184692,0.3383449975559458,0.5614574296054626,0.38420427184621353,0.24958892935487453,0.28008327610297235,0.4786891459971161,0.5328639622767783,0.43086121973809655,0.37631498305783184,0.3198654280413906,0.31119364538398364,0.1687469548156646,0.21744665468705637,0.30312681975665967,0.5329833489598526,0.13452080326593285,0.0,0.38798544762660314,0.6235636862332108,1.0000000000000002,0.6234952654763251,0.44965481246382644,0.1733458319607395,0.1066543612661619,0.03491809542657842,0.05707530786914239,0.3159661576818755,0.6095071683554023
SP.POP.TOTL.FE.ZS,0.0,0.01396338054229318,0.04141465606954853,0.07865684630861836,0.12065335813062461,0.16384672104042863,0.20732388034878113,0.2522504690154648,0.2996989544651427,0.3512267569957288,0.40753900861494685,0.4682197859397377,0.5314946277799493,0.5958525758380517,0.6594393755372465,0.7205945229198676,0.7794503492867051,0.835465348030553,0.8858061578895473,0.9270939613016509,0.9573645319185289,0.9757483564865623,0.9837535211281505,0.984968847745705,0.9841004713945409,0.9844593381676532,0.9864897042965737,0.9891933941883906,0.9925854509234426,0.9963716962526235,1.0
NY.GDP.MKTP.KD,0.0,0.013315839934120444,0.01898878151493888,0.02849262717504475,0.049043136136942556,0.06873825449577431,0.10680258016160593,0.14393587600328617,0.17355419276261108,0.19944616554237637,0.2330288673593527,0.2493991970153432,0.2831431883478489,0.32988711463216147,0.383074835147729,0.4334294916806002,0.4543634319785733,0.49001082618286673,0.49613509946458,0.450691152587252,0.4809787184110622,0.4988619085790861,0.5259973478254033,0.5695225923762423,0.6310844826827012,0.6897980990297233,0.7754132097206682,0.8670690603944365,0.9147413919965682,0.9318312395791136,0.9999999999999999
TX.VAL.MRCH.R1.ZS,0.025299831228730127,0.019740667378372625,0.04701709094694115,0.01414138422708126,0.02360805190418811,0.0,0.005076444985310606,0.0065524476168385805,0.05504610972285536,0.011363987052524067,0.029736049274167935,0.06741824978448538,0.02287753663763015,0.022906622686136545,0.012321176332405426,0.08183769675523339,0.03284243191657685,0.03839027242553856,0.03384416501549954,0.047293966697167636,0.06165793444067411,0.053595824784426684,0.07027035767322345,0.14270892442005742,0.17616376111009743,0.23435683593286122,0.372110143405441,0.5216090601686388,0.24530839375869046,0.5852409449376771,1.0000000000000002
SP.URB.GROW,1.0,0.9778078714201687,0.9588125255428598,0.9360825541027155,0.9081486178275991,0.8767364508409251,0.7515534574622952,0.6876418941034989,0.6659905199347108,0.6505992099897254,0.6409262375789618,0.6305284683794877,0.6187982847955512,0.5965227340588638,0.5676177717575578,0.5329809987340147,0.49769939477772873,0.46057577243054737,0.4288472108420426,0.39979460999129623,0.371925658683952,0.3451779244437506,0.31710749568286467,0.28397654999077926,0.24364943803886507,0.1994701020800268,0.15902389992199029,0.12180316787479406,0.08307797105614079,0.04134664292017687,0.0
EN.ATM.GHGT.KT.CE,0.22128702186698623,0.12657149773115384,0.23450005549848552,0.2805960369171756,0.0,0.09991090424956584,0.20824323003112122,0.4966079115080406,0.3626905934674638,0.3915430128057231,0.6775743590586316,0.6257978750772253,0.7689733313804803,1.0,0.5860791415349476,0.7830598804555224,0.8803738277528339,0.9839300599367942,0.47433984770390625,0.1207696136702352,0.45615170162884366,0.2160039830672118,0.09101383906461624,0.4216333700789878,0.6823220073005114,0.14446729872540054,0.16529323141998464,0.7366970713771055,0.5218320683318067,0.6218648214602402,0.5049231545929755
NE.GDI.TOTL.ZS,0.479030172107637,0.5994345454327529,0.5888411236689911,0.5428664525835937,0.4710132329611646,0.4768910844957629,0.3964071065286917,0.5509381486468475,0.7051538109286072,0.5492557210610166,0.5980981606730528,0.4818885377165142,0.5940552265021725,0.9336917614032915,0.9798510368651233,1.0,0.7176317802345341,0.6226379600846977,0.5300837672444715,0.0,0.1560146942770505,0.2439981844951925,0.3383806740009211,0.4490951599027212,0.5078613621048241,0.6793383892941111,0.7786309354326771,0.8185205068717051,0.8391605586338348,0.7049867989870645,0.6973373052712929
DT.DOD.MIDA.CD,1.0,0.9775232641374373,0.9438320209973753,0.9101407778573133,0.8764018134096874,0.8595561918396564,0.8090193271295634,0.7752803626819375,0.7415891195418755,0.7078978764018133,0.6741589119541875,0.6404676688141255,0.6067764256740634,0.5730374612264376,0.5393462180863755,0.5056072536387497,0.47191601049868764,0.43822476735862564,0.4044858029109998,0.3707945597709377,0.33710331663087567,0.3033643521832498,0.2696731090431878,0.23598186590312573,0.20224290145549986,0.16855165831543784,0.13486041517537578,0.10112145072774995,0.0674302075876879,0.03373896444762586,0.0
SP.POP.7074.MA.5Y,0.0,0.029356679311696166,0.06633079378639084,0.10422981587382485,0.13453404726710527,0.15461286734725044,0.1645438405580506,0.16743485016173665,0.16966990322661513,0.1786845519203426,0.19798891520796724,0.21908331055304653,0.24502256273806533,0.27599453215839853,0.31258462301765766,0.35541428167901823,0.39695393751245,0.44437133443934207,0.4951820618043812,0.5464911986284295,0.5974120799198066,0.6409792755699222,0.6841263505865776,0.7267628825679027,0.7694800932793298,0.8133198163287583,0.8433385956572454,0.8778976529241627,0.9162966953828469,0.9569703461159578,1.0
SP.POP.6064.FE.5Y,0.0,0.005919306510816513,0.022629519825434263,0.04724638574825346,0.07571697216224194,0.10564784994283749,0.13206194909590208,0.16047604752266564,0.1903815788523402,0.22135259602890067,0.25273524762236055,0.27724436802608743,0.3021970462935464,0.3267758573238564,0.3499230419872714,0.3711566890050133,0.3837158512793766,0.3976043322675693,0.4131078154192991,0.430580782152697,0.4506337134078655,0.4714606670298991,0.4950748350963392,0.5244315701409326,0.5637739512022923,0.6153239491856595,0.6699875377772289,0.7359358797122115,0.8131693174972936,0.9014770780563026,1.0
SP.POP.0014.TO.ZS,1.0,0.9633986499271918,0.9217029647984605,0.8787810714363231,0.8400839740622197,0.807763867076992,0.7777484316448393,0.7534219705149119,0.7324054630495844,0.7110879935387988,0.6879131941267498,0.6650393128837746,0.6429231967260156,0.6201941085471581,0.5954236693996133,0.5678791193636101,0.5436776989408476,0.5134631534162697,0.47999193623685743,0.447008754043297,0.41592526368240623,0.3795887899991448,0.34714858752294164,0.3155963786560707,0.28033989796590975,0.2393134276348401,0.19801798007787763,0.15022658548450218,0.09860508051079586,0.04772660766355319,0.0
NE.GDI.TOTL.CN,0.0,0.0009075917919321107,0.0017721485292277596,0.002579821881511951,0.003622310722640983,0.005425110784327929,0.0077516471242031,0.012320745885722078,0.019182050597286907,0.02290285704356768,0.039151763919927085,0.04753493700141959,0.06621388491185512,0.10722191439268593,0.14265655072370237,0.18085424465595246,0.18526793905350644,0.2118471026805207,0.23077921827446216,0.16180792453321635,0.25895858383623044,0.30228828379981987,0.3537501947921303,0.4257867680558635,0.5011570427350972,0.6136021180048978,0.7343814468134499,0.8435433312952575,0.9491105427861087,0.9258840725705378,0.9999999999999999
NY.ADJ.NNTY.PC.KD.ZG,0.599797107531586,0.31516464511112474,0.3797685025854316,0.29310533946729755,0.48157722289846444,0.3917391534842303,0.8764575526525439,0.26055397362201776,0.6507704214056224,0.3365988509218379,0.4174174994180905,0.6361067812177836,0.5854014735360306,0.7134385561798672,1.0,0.5704272312625884,0.34126613249449056,0.5561753163778578,0.3168345959935984,0.0,0.32197255631310134,0.4621374452900903,0.4555183444432942,0.4796420366343029,0.6508628098253153,0.6280285461876546,0.6842446659443624,0.8343102932740949,0.6127927981797889,0.628904312111761,0.679102772308631
DT.NFL.UNDP.CD,0.5070074130095994,0.5309150770505752,0.4410552512557409,0.27370156365834064,0.4196207721511048,0.4509480696222346,0.46990932447996436,0.6265457725250465,0.827699903219351,1.0,0.3355317374147759,0.2794723940274118,0.09233305986938228,0.20280297306595313,0.47568015484903553,0.0,0.12860675669611701,0.15746083974798192,0.23577905394288198,0.12283594598232928,0.028029677835958073,0.054410552610833725,0.07089859796311905,0.13272877417646475,0.1549876351563585,0.14591920849276477,0.1549876351563585,0.12613355210449362,0.14097279930951792,0.12695795363503504,0.11788953188526169
NY.GDP.FRST.RT.ZS,0.9391682272885904,0.7404808731437268,1.0000000000000002,0.5738855049580297,0.30265221735918557,0.2859132146395107,0.43535665199806395,0.5075083672489662,0.4511550649813414,0.5275618857260919,0.5714780224776885,0.557990378516849,0.3641309237129656,0.26690069209405576,0.1577354677532599,0.2037331825092588,0.12435787283920682,0.11367821748875737,0.13687818430221413,0.1427197266205247,0.11116097073310863,0.10563347815252175,0.09305655098372792,0.1259591885695496,0.03291011412941183,0.004268260946572844,0.03156518664888519,0.0,0.00476007667409914,0.07342625852819026,0.15896241323302115
SP.RUR.TOTL.ZG,0.8685329203963843,0.8411548113382272,0.8102781696294136,0.7729348491550062,0.730761398376707,0.686526012776777,0.9270823164373987,1.0,0.9679042466233165,0.948995558559731,0.9303933049828644,0.9185366097014562,0.8920783326286297,0.8701931642454438,0.8299654786293452,0.7809832726847901,0.7222988718708144,0.6778779408658996,0.6241627265056723,0.578546339564392,0.5389957040044255,0.5010367937035615,0.4564621088707407,0.40403397576708144,0.345270980107248,0.280676470360124,0.2216582919220259,0.17235826270575777,0.11602267873509076,0.05520544326858645,0.0
NV.IND.MANF.CN,0.0,0.0007293556835790442,0.002148356142971963,0.0036144992551064153,0.006416901850980554,0.009185015274748439,0.015316456131414408,0.01884973514160119,0.02796360666550827,0.036920803252618234,0.05244504409722415,0.06886194065870649,0.08362798483077705,0.10457694990078223,0.12906940271250758,0.15996795357513216,0.18703994919965924,0.21706180540623743,0.25617429901586236,0.2727178922830717,0.37934350450942944,0.417361772849376,0.45038146538671386,0.5078915346077321,0.5817329295330405,0.7097916810474899,0.801458684919667,0.910514914136898,0.9639652934864854,0.9754567283342814,0.9999999999999999
DT.DOD.MWBG.CD,0.0,0.026607667908010724,0.054570103489154476,0.07989278311640619,0.09005639037518823,0.21639615470876886,0.3489064783619188,0.4799019964608139,0.4470721273996101,0.4330956955819324,0.44083328814360323,0.42040374909425426,0.3382415553996002,0.3033146905799977,0.2509099047919495,0.2383278947511109,0.18096045403124636,0.11093336792008732,0.11348455179756642,0.14720833138218034,0.1409642310526614,0.15410986757627362,0.2067905361275487,0.3441417966545326,0.38236704022004075,0.44478678621689094,0.5475049785208864,0.5770396839871544,0.6819918951158739,0.8563490312833493,1.0
NE.CON.GOVT.CN,0.0,0.0006358775973574538,0.0015179112930204094,0.002345155880501059,0.003564170032890465,0.004978178795319363,0.006779272004683939,0.009490871040936433,0.01369391714668712,0.019238218825770488,0.03792238898609616,0.046869384760615036,0.0677120155432403,0.09618710508554966,0.12870644200642506,0.1668290863207419,0.24045596960263332,0.32242127860644354,0.37974202375063,0.4474733821380734,0.45769090159058284,0.49870576293204,0.524634544400187,0.5669612387741059,0.643904261943393,0.6292331496619841,0.706912405655612,0.7854215968330422,0.8363421361747208,0.9246900750956142,1.0
NE.CON.TOTL.CN,0.0,0.000870574256351537,0.0019067149832298629,0.0029221532510610823,0.004347083845720159,0.006218699486650492,0.008866851644256263,0.012573177034039098,0.017576112469247684,0.023603134942608957,0.03955866817014478,0.05196274890656146,0.07060656467851963,0.09484270217257597,0.1226332853400986,0.15455343774591182,0.19157293890487134,0.2363348266576049,0.2770679534254258,0.3005920558632009,0.4116106695181502,0.45206720680685386,0.48565145294148443,0.5305468750247577,0.587088876024476,0.6367192627635513,0.714215853317207,0.797731192299977,0.870414171984691,0.9289362070564007,1.0
DT.ODA.ALLD.KD,0.0,0.03897212135242317,0.0701861049093522,0.026214305985686095,0.044352898291847465,0.05811790286798171,0.020370754649091938,0.04967923444232733,0.0389993417468954,0.032112298111224694,0.0491801846466246,0.08856061883891478,0.21916030552054333,0.06162948605617635,0.024100100993063478,0.11982905703036015,0.1363888041520647,0.15529865712143656,0.1472320330599019,0.33074124380934006,0.19474261479787658,0.4509241590450527,0.5116734890145577,0.9077554829070662,0.5352019340325623,0.6339706507796087,1.0,0.6555391166310458,0.877494157774373,0.9553567808325182,0.5452557576551366
TM.VAL.SERV.CD.WT,0.0,0.014679204621867503,0.018600074487631735,0.009445505730597631,0.0120586302859573,0.02856882634027516,0.05826342356027128,0.060757769726750954,0.057075639671471445,0.04460390883907306,0.0651525701153104,0.07311072217026937,0.09793540544618612,0.1320723144102937,0.16931007400252457,0.19778192484250157,0.26017239547263427,0.29603383772593256,0.26336952775650435,0.23105069949217294,0.2668763330334441,0.30880111696696155,0.2787244337770435,0.2807498354749727,0.3625253975260384,0.48916823345976645,0.5747413089817414,0.6671726710729864,0.7954781887776387,0.8056565702948102,1.0
IT.CEL.SETS.P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024681629851808543,0.007665529600162679,0.014338425561119443,0.034088508172135934,0.04771063267329249,0.051269362751328124,0.057900714267558016,0.08247121323809765,0.11433771383543885,0.15162095523753844,0.2513266058310668,0.5209191428789304,0.7004773645814798,0.7890170559975598,0.950348999771231,0.9578943087364327,1.0
CM.MKT.TRAD.GD.ZS,0.09912305693256508,0.12823758071648939,0.020438738205519495,0.0038632488675264063,0.001880137196753411,0.0,0.0026821495452281734,0.017342615174707143,0.012478355441637,0.013858646253779234,0.010744960175359268,0.06339521537536102,0.13565530104572415,0.13032593981832885,0.3248929057049077,0.12328703532575691,0.26295320865610056,0.22187242427378995,0.33453208370947124,0.15516924649814634,0.11081099017687764,0.07076137141818944,0.09740387161146366,0.07633273606590872,0.17327165327419825,0.6744505012053554,1.0,0.8639637654112543,0.7676402673861805,0.8824119539553699,0.8173426498302789
BX.GSR.ROYL.CD,0.19278606407149032,0.29925358530384727,0.4589548671523827,0.5299332146406207,0.5831669752567992,0.5121886277685612,0.19278606407149032,0.19278606407149032,0.22827523781560932,0.29925358530384727,0.3702319327920852,0.5121886277685612,0.42878906946988155,0.5334821320150326,0.0,0.0016679911659735918,0.00951216323863621,0.022008256205677944,0.06426752217909378,0.10620206221275093,0.09366533414177218,0.044441140375204274,0.06978413679174836,0.10373929100077779,0.13181353422866926,0.17393208562818968,0.19886074594127118,0.2953637944156231,0.5248570206741306,0.6905114628526751,1.0
SP.POP.2529.FE.5Y,0.0,0.16182813262278817,0.3004175222161498,0.4075363977349822,0.4901662151061972,0.5639937707919538,0.6643646835350294,0.776512442846955,0.88642339995656,0.96634431917263,0.9971091619374723,0.9999999999999991,0.9566303633645648,0.8767301501580418,0.7765449669920885,0.6698676391892127,0.5555945040454313,0.43578716952552643,0.3217258945674031,0.2292584808286806,0.16794748604446053,0.14109366850572957,0.14065931425110723,0.15660046230098512,0.17217773659143365,0.17618756725224305,0.17335111007439163,0.16394694096830076,0.1481105066497994,0.1270693654886239,0.10297218350729676
EN.URB.MCTY.TL.ZS,0.0,0.02136151466560321,0.04352584918890212,0.06661209812318791,0.09104987242988427,0.11663246645342884,0.1377604197665505,0.1578451904045033,0.1792287139085489,0.20111401073120572,0.2236462741905627,0.24665493063344845,0.27052490079989466,0.2952957239236609,0.3215923657302917,0.34982174581767334,0.3804550485875997,0.4130599233711787,0.44795103396082636,0.4848202269425568,0.5237298199133855,0.5642392170145949,0.6069698198128175,0.6521998899691606,0.7006118130192545,0.7509151112280477,0.7945110714226487,0.8409603495578284,0.8906598600165956,0.943524146714148,0.9999999999999996
DT.ODA.ODAT.CD,0.0,0.01088474481560122,0.019173663650753292,0.0014847319524103827,0.007551473984057609,0.010088298975184297,0.00782679067936947,0.03889795694127282,0.03700025557218094,0.03234941725683052,0.05780614239607822,0.08761872340920969,0.19316237872319336,0.06291911636892622,0.0488682614395274,0.13715560896543255,0.15024286108752632,0.14603448893266097,0.1347564404465333,0.2714990837461422,0.15743052439400373,0.35167450415228907,0.40903816913530966,0.7607913100162161,0.4855066920381149,0.5907553349037722,0.9463726992572656,0.6878035829234059,0.9213485980282771,1.0,0.6202729634822969
